name,lon,lat,0.0025,0.0045,0.0075,0.0113,0.0169,0.0253,0.038,0.057,0.0854,0.128,0.192,0.288,0.432,0.649,0.973,1.46,2.19,3.28,4.92,7.38
Chicago IL,-87.63000,41.88000,1.06072946e-03,5.87252314e-04,3.41463252e-04,2.17779147e-04,1.38818295e-04,8.79031349e-05,5.51675990e-05,3.43575914e-05,2.10580883e-05,1.25419233e-05,7.16726274e-06,3.88607322e-06,1.97481457e-06,9.24181110e-07,3.91551330e-07,1.40960321e-07,3.45288585e-08,0.0,0.0,0.0
Miami FL,-80.19000,25.77000,1.53838944e-04,9.56817424e-05,6.18477335e-05,4.28576780e-05,2.95074959e-05,2.00437656e-05,1.33666937e-05,8.74025301e-06,5.56235735e-06,3.41337430e-06,2.00343744e-06,1.11748918e-06,5.87631099e-07,2.86899325e-07,1.27895608e-07,4.87792072e-08,1.26862164e-08,0.0,0.0,0.0
Washington DC,-77.03000,38.89000,1.20641207e-03,6.94344137e-04,4.07589952e-04,2.55899280e-04,1.56950759e-04,9.34324546e-05,5.39620036e-05,3.04505028e-05,1.67598832e-05,8.94240058e-06,4.59887340e-06,2.27007561e-06,1.07024144e-06,4.76161093e-07,1.97177035e-07,7.11737135e-08,1.78409277e-08,0.0,0.0,0.0
South Bend IN,-86.25000,41.67000,1.12692469e-03,5.97966328e-04,3.23287013e-04,1.88429964e-04,1.06572854e-04,5.80736808e-05,3.05776082e-05,1.58048516e-05,8.08667668e-06,4.10340824e-06,2.05573054e-06,1.00574006e-06,4.72506929e-07,2.07756297e-07,8.36492281e-08,2.88517381e-08,6.80106404e-09,0.0,0.0,0.0
Philadelphia PA,-75.13000,40.00000,1.36285682e-03,8.40832791e-04,5.43240870e-04,3.77061638e-04,2.59562226e-04,1.75516287e-04,1.15939932e-04,7.48297295e-05,4.69189871e-05,2.83359693e-05,1.63478307e-05,8.94938750e-06,4.61102168e-06,2.20386804e-06,9.61782811e-07,3.59521304e-07,9.20460713e-08,0.0,0.0,0.0
