name,lon,lat,0.0025,0.0045,0.0075,0.0113,0.0169,0.0253,0.038,0.057,0.0854,0.128,0.192,0.288,0.432,0.649,0.973,1.46,2.19,3.28,4.92,7.38
Chicago IL,-87.63000,41.88000,1.61394292e-03,8.23277497e-04,4.44387059e-04,2.69481040e-04,1.63613710e-04,9.76292502e-05,5.71870059e-05,3.34640764e-05,1.97246302e-05,1.17408781e-05,7.01412322e-06,4.12198938e-06,2.30944436e-06,1.18823027e-06,5.37010243e-07,1.90401865e-07,4.06203611e-08,0.0,0.0,0.0
Miami FL,-80.19000,25.77000,1.81551687e-04,1.14960505e-04,7.65711069e-05,5.38994866e-05,3.65708518e-05,2.34912629e-05,1.43752535e-05,8.60333327e-06,5.11733188e-06,3.04499243e-06,1.81457348e-06,1.07646111e-06,6.19081837e-07,3.30654817e-07,1.55282742e-07,5.68916429e-08,1.23519403e-08,0.0,0.0,0.0
Washington DC,-77.03000,38.89000,1.72210958e-03,9.90674140e-04,5.82496524e-04,3.58770093e-04,2.08448271e-04,1.12575757e-04,5.67330414e-05,2.74224430e-05,1.30065070e-05,6.20049590e-06,3.07317214e-06,1.61302145e-06,8.57922963e-07,4.33592876e-07,1.96276911e-07,7.00198854e-08,1.48693616e-08,0.0,0.0,0.0
South Bend IN,-86.25000,41.67000,1.72872592e-03,8.79024121e-04,4.52655744e-04,2.50097129e-04,1.31644052e-04,6.50875162e-05,3.03058492e-05,1.37274913e-05,6.30949278e-06,3.09259834e-06,1.64751864e-06,9.16831639e-07,4.95674919e-07,2.44003209e-07,1.03941041e-07,3.46359915e-08,6.93125547e-09,0.0,0.0,0.0
Philadelphia PA,-75.13000,40.00000,1.85722498e-03,1.09269236e-03,6.96370435e-04,4.79083924e-04,3.19411601e-04,2.02250110e-04,1.22136106e-04,7.20738933e-05,4.22084591e-05,2.46523980e-05,1.43023957e-05,8.16230687e-06,4.48332919e-06,2.29736521e-06,1.04917907e-06,3.76324891e-07,8.01106753e-08,0.0,0.0,0.0
