name,lon,lat,0.0025,0.0045,0.0075,0.0113,0.0169,0.0253,0.038,0.057,0.0854,0.128,0.192,0.288,0.432,0.649,0.973,1.46,2.19,3.28,4.92,7.38
Chicago IL,-87.63000,41.88000,1.89999499e-04,1.89903614e-04,1.87525211e-04,1.73435855e-04,1.25604182e-04,5.28554790e-05,1.06398674e-05,8.41190865e-07,9.84511211e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miami FL,-80.19000,25.77000,1.70386667e-04,1.23293030e-04,5.38519896e-05,1.50836224e-05,2.12739147e-06,8.38299971e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington DC,-77.03000,38.89000,1.79889910e-04,1.61847121e-04,1.10684128e-04,5.40983867e-05,1.57964198e-05,2.33161403e-06,1.07077378e-07,1.24928020e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Bend IN,-86.25000,41.67000,1.89999120e-04,1.89856102e-04,1.86718262e-04,1.69491223e-04,1.16118104e-04,4.47081233e-05,8.13203714e-06,5.67398343e-07,8.65459970e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia PA,-75.13000,40.00000,1.67181267e-04,1.14565236e-04,4.57309829e-05,1.16651582e-05,1.46179118e-06,4.50778695e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
