name,lon,lat,0.0025,0.0045,0.0075,0.0113,0.0169,0.0253,0.038,0.057,0.0854,0.128,0.192,0.288,0.432,0.649,0.973,1.46,2.19,3.28,4.92,7.38
Chicago IL,-87.63000,41.88000,1.89931666e-04,1.89429571e-04,1.87408207e-04,1.82860899e-04,1.73324222e-04,1.55417357e-04,1.26205210e-04,8.83981876e-05,5.13562444e-05,2.41617615e-05,9.02965535e-06,2.52927862e-06,4.09677730e-07,2.24423990e-08,0.0,0.0,0.0,0.0,0.0,0.0
Miami FL,-80.19000,25.77000,1.75325371e-04,1.59455106e-04,1.32091092e-04,1.01923460e-04,7.00063772e-05,4.16570531e-05,2.09388226e-05,8.76201414e-06,2.94790142e-06,7.23872130e-07,7.51031694e-08,4.55755300e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington DC,-77.03000,38.89000,1.78836036e-04,1.69349317e-04,1.49694729e-04,1.24386937e-04,9.35490111e-05,6.19486307e-05,3.51986628e-05,1.69174402e-05,6.73238486e-06,2.11918518e-06,4.55692058e-07,3.56001454e-08,5.04365580e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Bend IN,-86.25000,41.67000,1.89919451e-04,1.89347745e-04,1.87107701e-04,1.82166230e-04,1.71944722e-04,1.52998781e-04,1.22670747e-04,8.44387128e-05,4.80716351e-05,2.21313712e-05,8.07145593e-06,2.18043379e-06,3.29343957e-07,1.38261693e-08,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia PA,-75.13000,40.00000,1.74523567e-04,1.57455434e-04,1.28898147e-04,9.81974367e-05,6.64407804e-05,3.88620344e-05,1.91611177e-05,7.84538179e-06,2.57021793e-06,5.99528805e-07,5.61502541e-08,7.73130896e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
