name,lon,lat,0.0025,0.0045,0.0075,0.0113,0.0169,0.0253,0.038,0.057,0.0854,0.128,0.192,0.288,0.432,0.649,0.973,1.46,2.19,3.28,4.92,7.38
Chicago IL,-87.63000,41.88000,9.49937085e-04,9.48645063e-04,9.38546114e-04,9.06743837e-04,8.29953305e-04,6.76004641e-04,4.36196476e-04,2.07972473e-04,7.78738269e-05,2.49643703e-05,7.05326038e-06,1.58337947e-06,1.98542050e-07,4.07680216e-09,0.0,0.0,0.0,0.0,0.0,0.0
Miami FL,-80.19000,25.77000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington DC,-77.03000,38.89000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South Bend IN,-86.25000,41.67000,9.49884037e-04,9.47806583e-04,9.33517803e-04,8.93155152e-04,8.02372012e-04,6.29899986e-04,3.83827417e-04,1.74139910e-04,6.40240771e-05,2.06827119e-05,5.89274940e-06,1.31184342e-06,1.55218517e-07,4.37186378e-10,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia PA,-75.13000,40.00000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
