name,lon,lat,0.0025,0.0045,0.0075,0.0113,0.0169,0.0253,0.038,0.057,0.0854,0.128,0.192,0.288,0.432,0.649,0.973,1.46,2.19,3.28,4.92,7.38
Chicago IL,-87.63000,41.88000,1.66756668e-03,9.07510266e-04,4.88791825e-04,2.74935523e-04,1.44245586e-04,6.96918506e-05,3.11958183e-05,1.33948443e-05,5.74794491e-06,2.56137249e-06,1.18889850e-06,5.45453921e-07,2.27048380e-07,7.79127778e-08,2.03412299e-08,3.49977043e-09,2.52707570e-10,1.87912146e-14,0.0,0.0
Miami FL,-80.19000,25.77000,2.23359782e-04,1.25033973e-04,6.94603775e-05,4.04693333e-05,2.25771559e-05,1.22602984e-05,6.63123822e-06,3.58371935e-06,1.88161047e-06,9.41496554e-07,4.53205548e-07,2.12443567e-07,9.34478259e-08,3.51888788e-08,1.02762032e-08,2.03228005e-09,2.05790887e-10,1.91903307e-12,0.0,0.0
Washington DC,-77.03000,38.89000,1.76133662e-03,9.75492146e-04,5.38243860e-04,3.12616026e-04,1.72158683e-04,8.91924258e-05,4.36011343e-05,2.02153486e-05,8.69203636e-06,3.36213034e-06,1.17897893e-06,4.06264162e-07,1.47208918e-07,5.13839353e-08,1.45760043e-08,2.80276235e-09,2.72774673e-10,2.23676808e-12,0.0,0.0
South Bend IN,-86.25000,41.67000,1.79262600e-03,9.65938042e-04,5.13863336e-04,2.84550894e-04,1.45292561e-04,6.66459045e-05,2.70171235e-05,9.71686751e-06,3.13768188e-06,9.63950717e-07,3.20607630e-07,1.24243948e-07,4.92341051e-08,1.65899208e-08,4.28078511e-09,7.30280491e-10,5.19745968e-11,0.0,0.0,0.0
Philadelphia PA,-75.13000,40.00000,1.94044040e-03,1.09619182e-03,6.17451026e-04,3.66839237e-04,2.09162210e-04,1.14353621e-04,6.03893217e-05,3.12219267e-05,1.57459234e-05,7.67167522e-06,3.62034260e-06,1.66392659e-06,7.18927110e-07,2.66921690e-07,7.69718536e-08,1.49668880e-08,1.46908591e-09,1.20836404e-11,0.0,0.0
