name,lon,lat,0.0025,0.0045,0.0075,0.0113,0.0169,0.0253,0.038,0.057,0.0854,0.128,0.192,0.288,0.432,0.649,0.973,1.46,2.19,3.28,4.92,7.38
Chicago IL,-87.63000,41.88000,1.61325325e-03,8.37162429e-04,4.28927571e-04,2.30517437e-04,1.15292158e-04,5.30387070e-05,2.26130409e-05,9.28925642e-06,3.85297832e-06,1.67613389e-06,7.60502068e-07,3.39888540e-07,1.37644807e-07,4.61454656e-08,1.18139120e-08,1.99123753e-09,1.48182648e-10,4.09635015e-13,0.0,0.0
Miami FL,-80.19000,25.77000,2.11536469e-04,1.13774462e-04,6.04691246e-05,3.39830416e-05,1.84525096e-05,9.83962485e-06,5.20201641e-06,2.70271439e-06,1.34887393e-06,6.45190285e-07,3.02910861e-07,1.40805402e-07,6.18184612e-08,2.33952940e-08,6.96429872e-09,1.44606567e-09,1.69528380e-10,4.67859580e-12,0.0,0.0
Washington DC,-77.03000,38.89000,1.70239608e-03,9.01774087e-04,4.74749819e-04,2.64500685e-04,1.39728395e-04,6.94715062e-05,3.24348893e-05,1.41584416e-05,5.63163407e-06,2.01119159e-06,6.76727920e-07,2.39766329e-07,9.17106405e-08,3.29280062e-08,9.46007976e-09,1.89240814e-09,2.10753352e-10,5.07760291e-12,0.0,0.0
South Bend IN,-86.25000,41.67000,1.72900840e-03,8.86478789e-04,4.47284085e-04,2.35681949e-04,1.13886810e-04,4.90924782e-05,1.85214945e-05,6.14360470e-06,1.83698482e-06,5.43707365e-07,1.85768834e-07,7.43297779e-08,2.91597050e-08,9.61855402e-09,2.43262327e-09,4.04041530e-10,2.84036529e-11,2.59973291e-14,0.0,0.0
Philadelphia PA,-75.13000,40.00000,1.87900627e-03,1.01871272e-03,5.49844325e-04,3.15143057e-04,1.73674210e-04,9.18574988e-05,4.68290753e-05,2.32495907e-05,1.12033349e-05,5.23276847e-06,2.40251206e-06,1.08979537e-06,4.67642283e-07,1.73343345e-07,5.04428643e-08,1.01704271e-08,1.13794774e-09,2.74662852e-11,0.0,0.0
