name,lon,lat,0.0025,0.0045,0.0075,0.0113,0.0169,0.0253,0.038,0.057,0.0854,0.128,0.192,0.288,0.432,0.649,0.973,1.46,2.19,3.28,4.92,7.38
Chicago IL,-87.63000,41.88000,2.04162706e-03,1.15936059e-03,6.54063870e-04,3.87857623e-04,2.18379682e-04,1.15053419e-04,5.63698879e-05,2.59509818e-05,1.13313481e-05,4.76127004e-06,1.97513542e-06,8.27628061e-07,3.50200091e-07,1.45088373e-07,5.63844274e-08,1.92527841e-08,5.46692998e-09,1.18885319e-09,1.51751967e-10,6.18087984e-12
Miami FL,-80.19000,25.77000,2.70403062e-04,1.54971666e-04,8.89921818e-05,5.42015729e-05,3.19140052e-05,1.80785069e-05,9.88628367e-06,5.28361728e-06,2.76085359e-06,1.40225047e-06,6.89355316e-07,3.27701526e-07,1.50808479e-07,6.68652909e-08,2.83018742e-08,1.10389346e-08,3.79600496e-09,1.09114436e-09,2.38383416e-10,3.25662771e-11
Washington DC,-77.03000,38.89000,2.14010974e-03,1.23118975e-03,7.07399435e-04,4.29441844e-04,2.50168251e-04,1.38199762e-04,7.19847575e-05,3.55257606e-05,1.65410604e-05,7.19282956e-06,2.90224640e-06,1.08767982e-06,3.83364502e-07,1.31348835e-07,4.61406256e-08,1.65987150e-08,5.59061914e-09,1.58921162e-09,3.44250528e-10,4.64727214e-11
South Bend IN,-86.25000,41.67000,2.20055400e-03,1.23941084e-03,6.92709716e-04,4.06550444e-04,2.25495778e-04,1.15956116e-04,5.45206035e-05,2.34210554e-05,9.12727240e-06,3.20413111e-06,1.02416830e-06,3.10621709e-07,9.66740087e-08,3.34561161e-08,1.22284910e-08,4.07523265e-09,1.13651250e-09,2.43778636e-10,3.06217379e-11,1.19578978e-12
Philadelphia PA,-75.13000,40.00000,2.33841675e-03,1.36694630e-03,7.98687630e-04,4.93169982e-04,2.93815234e-04,1.67583360e-04,9.14350813e-05,4.81930709e-05,2.45992451e-05,1.21444630e-05,5.80350138e-06,2.69511517e-06,1.21996463e-06,5.33828517e-07,2.23473922e-07,8.64684643e-08,2.96137503e-08,8.49531151e-09,1.85118069e-09,2.49988666e-10
