name,lon,lat,0.0025,0.0045,0.0075,0.0113,0.0169,0.0253,0.038,0.057,0.0854,0.128,0.192,0.288,0.432,0.649,0.973,1.46,2.19,3.28,4.92,7.38
Chicago IL,-87.63000,41.88000,6.22774591e-04,3.26175554e-04,1.67584955e-04,8.93624047e-05,4.37065222e-05,1.92300185e-05,7.62213907e-06,2.84995531e-06,1.08403582e-06,4.50811085e-07,2.02064870e-07,8.96078045e-08,3.56874983e-08,1.19213839e-08,3.18800827e-09,6.12292323e-10,6.48019747e-11,1.57399244e-12,0.0,0.0
Miami FL,-80.19000,25.77000,8.75886201e-05,4.63541140e-05,2.41873404e-05,1.32435315e-05,6.85241550e-06,3.36751481e-06,1.60126282e-06,7.56330697e-07,3.58788385e-07,1.70437958e-07,8.01975253e-08,3.66604599e-08,1.55499374e-08,5.75746813e-09,1.76592265e-09,4.16938463e-10,6.66263315e-11,4.72449687e-12,0.0,0.0
Washington DC,-77.03000,38.89000,6.56791683e-04,3.49353355e-04,1.84503455e-04,1.02122205e-04,5.27402856e-05,2.49701058e-05,1.07426183e-05,4.22665351e-06,1.52358751e-06,5.13188644e-07,1.69272717e-07,5.88712969e-08,2.19549670e-08,7.79297626e-09,2.30530908e-09,5.22041149e-10,7.80353133e-11,4.95618012e-12,0.0,0.0
South Bend IN,-86.25000,41.67000,6.67515233e-04,3.47651245e-04,1.77210269e-04,9.33469129e-05,4.45785582e-05,1.86861315e-05,6.70973080e-06,2.06683053e-06,5.59462014e-07,1.49425931e-07,4.78947349e-08,1.90553394e-08,7.38642757e-09,2.40557677e-09,6.22636923e-10,1.13650362e-10,1.05341434e-11,6.64657945e-14,0.0,0.0
Philadelphia PA,-75.13000,40.00000,7.41092308e-04,3.98672564e-04,2.12981849e-04,1.19658117e-04,6.34819001e-05,3.15789140e-05,1.48282719e-05,6.74653175e-06,3.03941126e-06,1.37410227e-06,6.24061257e-07,2.77230820e-07,1.14566022e-07,4.14028718e-08,1.23613294e-08,2.81498266e-09,4.20991833e-10,2.67688269e-11,0.0,0.0
