name,lon,lat,0.0025,0.0045,0.0075,0.0113,0.0169,0.0253,0.038,0.057,0.0854,0.128,0.192,0.288,0.432,0.649,0.973,1.46,2.19,3.28,4.92,7.38
Chicago IL,-87.63000,41.88000,1.02919141e-03,5.46961793e-04,2.83464851e-04,1.51909535e-04,7.45300306e-05,3.27799971e-05,1.28868306e-05,4.70294676e-06,1.70762178e-06,6.72548496e-07,2.91704897e-07,1.28915725e-07,5.20979187e-08,1.78400717e-08,4.92077509e-09,9.81657072e-10,1.10795623e-10,3.18877146e-12,0.0,0.0
Miami FL,-80.19000,25.77000,1.47884720e-04,8.04308631e-05,4.29617632e-05,2.39146019e-05,1.24954795e-05,6.13145293e-06,2.87245942e-06,1.32109034e-06,6.05188074e-07,2.77994359e-07,1.27554306e-07,5.78795393e-08,2.49445961e-08,9.54766787e-09,3.05281656e-09,7.56357850e-10,1.28203349e-10,9.73675407e-12,3.78142551e-15,0.0
Washington DC,-77.03000,38.89000,1.09546629e-03,5.93984338e-04,3.18302707e-04,1.78142980e-04,9.29526283e-05,4.44011851e-05,1.92263657e-05,7.57858432e-06,2.71548803e-06,8.96320700e-07,2.85137747e-07,9.52782130e-08,3.51198769e-08,1.28186715e-08,3.95754879e-09,9.45724955e-10,1.52016456e-10,1.04116245e-11,4.59398639e-15,0.0
South Bend IN,-86.25000,41.67000,1.10990186e-03,5.86850743e-04,3.02080707e-04,1.60186127e-04,7.69513758e-05,3.24114698e-05,1.16656635e-05,3.57668094e-06,9.45527031e-07,2.37102443e-07,7.03590646e-08,2.71410068e-08,1.06379478e-08,3.56149524e-09,9.55799281e-10,1.81254049e-10,1.79205843e-11,2.60223350e-13,0.0,0.0
Philadelphia PA,-75.13000,40.00000,1.21736051e-03,6.67932687e-04,3.62278757e-04,2.05855840e-04,1.10253598e-04,5.51586658e-05,2.58681794e-05,1.16269710e-05,5.11011061e-06,2.23890276e-06,9.90766117e-07,4.36703382e-07,1.83051565e-07,6.82881743e-08,2.12539389e-08,5.10054829e-09,8.20081792e-10,5.62394714e-11,2.45970071e-14,0.0
